date,support,frequency
2010-01-13,-.03,.001067091169008
2010-01-13,-.025,.0005929987605737
2010-01-13,-.02,.0009704966013931
2010-01-13,-.015,.0016362282815912
2010-01-13,-.01,.0028631878223654
2010-01-13,-.005,.0053238761225818
2010-01-13,0,.0104139251032658
2010-01-13,.005,.0214156451394708
2010-01-13,.01,.0454806819245318
2010-01-13,.015,.093715427808608
2010-01-13,.02,.1629352101724348
2010-01-13,.025,.2011799208064679
2010-01-13,.03,.1689943084706849
2010-01-13,.035,.11018233489821
2010-01-13,.04,.0652399868035563
2010-01-13,.045,.0383196572064264
2010-01-13,.05,.0230957536968378
2010-01-13,.055,.0144155506603322
2010-01-13,.06,.0093186503469527
2010-01-13,.065,.0062211129535654
2010-01-13,.07,.0166179552511421
2011-01-06,-.03,.0065382580408677
2011-01-06,-.025,.0031172965360145
2011-01-06,-.02,.0047716296380558
2011-01-06,-.015,.0074230055828051
2011-01-06,-.01,.0117452102290297
2011-01-06,-.005,.0189645987389612
2011-01-06,0,.030751145015226
2011-01-06,.005,.0492595070879534
2011-01-06,.01,.0757390616621406
2011-01-06,.015,.1070337848991857
2011-01-06,.02,.132155933254191
2011-01-06,.025,.1374345924595192
2011-01-06,.03,.120357823939077
2011-01-06,.035,.0920462730807648
2011-01-06,.04,.0646552850062808
2011-01-06,.045,.0435577852164108
2011-01-06,.05,.0289682710139461
2011-01-06,.055,.0193351682437121
2011-01-06,.06,.0130621700842915
2011-01-06,.065,.00896553665505
2011-01-06,.07,.0241176636165171
2011-02-08,-.03,.0057431224157648
2011-02-08,-.025,.0028205089144965
2011-02-08,-.02,.0043409338918533
2011-02-08,-.015,.006776824152413
2011-02-08,-.01,.0107357939542818
2011-02-08,-.005,.0173132049928176
2011-02-08,0,.0279868458442383
2011-02-08,.005,.0446828060014174
2011-02-08,.01,.068717354214258
2011-02-08,.015,.0980877427453413
2011-02-08,.02,.1243050708678894
2011-02-08,.025,.1348866252523697
2011-02-08,.03,.124251848458277
2011-02-08,.035,.0995455508770618
2011-02-08,.04,.0723867115694174
2011-02-08,.045,.0498187694512999
2011-02-08,.05,.0334736947275991
2011-02-08,.055,.0223908412375848
2011-02-08,.06,.0150759750585215
2011-02-08,.065,.0102758803689683
2011-02-08,.07,.0263838950041291
2011-03-08,-.03,.0051887977025727
2011-03-08,-.025,.0024534315771398
2011-03-08,-.02,.0037585174427286
2011-03-08,-.015,.0058659376602775
2011-03-08,-.01,.0093449428466124
2011-03-08,-.005,.0152892153524221
2011-03-08,0,.0253098198359443
2011-03-08,.005,.0418030985179706
2011-03-08,.01,.0670440886504897
2011-03-08,.015,.0998306465053008
2011-03-08,.02,.1302335717366446
2011-03-08,.025,.1418576136871211
2011-03-08,.03,.128022139029296
2011-03-08,.035,.0994150171717703
2011-03-08,.04,.0703349108559439
2011-03-08,.045,.047617289110452
2011-03-08,.05,.0318457492874842
2011-03-08,.055,.0214095846400158
2011-03-08,.06,.0145916581682021
2011-03-08,.065,.0101170820676258
2011-03-08,.07,.0286668881539858
2011-04-06,-.03,.0058155052803382
2011-04-06,-.025,.002344809080845
2011-04-06,-.02,.003445949260863
2011-04-06,-.015,.0051748065610428
2011-04-06,-.01,.0079718227515498
2011-04-06,-.005,.0127470135699127
2011-04-06,0,.0208972722379973
2011-04-06,.005,.0348708475177683
2011-04-06,.01,.0580586035135161
2011-04-06,.015,.0923793209809588
2011-04-06,.02,.1306593925246837
2011-04-06,.025,.1515885692113403
2011-04-06,.03,.1395069759882868
2011-04-06,.035,.1063055738544425
2011-04-06,.04,.0727293250125711
2011-04-06,.045,.0477990688055285
2011-04-06,.05,.0313730119380992
2011-04-06,.055,.0209328355464932
2011-04-06,.06,.0142903321941094
2011-04-06,.065,.0099938575734663
2011-04-06,.07,.031115106596187
2011-05-06,-.03,.0048973275461101
2011-05-06,-.025,.0019502465583127
2011-05-06,-.02,.0028626330054048
2011-05-06,-.015,.0043013087455256
2011-05-06,-.01,.0066497474275604
2011-05-06,-.005,.0107523264988739
2011-05-06,0,.0179783167798097
2011-05-06,.005,.0309945041396364
2011-05-06,.01,.0542701375380771
2011-05-06,.015,.0924945810613148
2011-05-06,.02,.1405648154527471
2011-05-06,.025,.1695634412756959
2011-05-06,.03,.1529542809204438
2011-05-06,.035,.109402950876069
2011-05-06,.04,.0696360904262587
2011-05-06,.045,.043040606939037
2011-05-06,.05,.0269579226526265
2011-05-06,.055,.0173769184019071
2011-05-06,.06,.0115656867230493
2011-05-06,.065,.0079377760053862
2011-05-06,.07,.0238483810261537
2011-06-03,-.03,.0062324509867385
2011-06-03,-.025,.0025907960604724
